"UniprotID","Name","Gene","Type","NumSubs","Activity","StdErr","ZScore","PValue","FDR"
"P30530","AXL","AXL","Kinase","2","0.713","0.393","1.816","0.0694","0.188"
"P12931","Src","SRC","Kinase","7","0.446","0.246","1.809","0.0705","0.188"
"P42345","mTOR","MTOR","Kinase","21","0.363","0.201","1.806","0.0709","0.188"
"Q15759","P38B","MAPK11","Kinase","3","0.294","0.165","1.78","0.0750","0.197"
"Q15118","PDHK1","PDK1","Kinase","3","0.436","0.249","1.753","0.0797","0.198"
"Q15119","PDHK2","PDK2","Kinase","3","0.436","0.249","1.753","0.0797","0.198"
"Q15120","PDHK3","PDK3","Kinase","3","0.436","0.249","1.753","0.0797","0.198"
"Q16654","PDHK4","PDK4","Kinase","3","0.436","0.249","1.753","0.0797","0.198"
"O95835","LATS1","LATS1","Kinase","1","0.592","0.339","1.748","0.0805","0.198"
"P07949","Ret","RET","Kinase","2","0.34","0.203","1.675","0.0939","0.228"
"Q9UQM7","CAMK2A","CAMK2A","Kinase","5","0.51","0.314","1.622","0.105","0.251"
"Q9Y6E0","MST3","STK24","Kinase","1","1.585","0.984","1.61","0.107","0.254"
"Q14004","CDK13","CDK13","Kinase","5","0.433","0.271","1.597","0.110","0.258"
"P54646","AMPKA2","PRKAA2","Kinase","4","0.664","0.423","1.572","0.116","0.268"
"Q9H4B4","PLK3","PLK3","Kinase","1","0.368","0.236","1.563","0.118","0.269"
"Q02156","PKCE","PRKCE","Kinase","5","0.403","0.264","1.53","0.126","0.284"
"Q13627","DYRK1A","DYRK1A","Kinase","6","-0.958","0.64","-1.497","0.134","0.296"
"Q12851","GCK","MAP4K2","Kinase","1","0.399","0.267","1.492","0.136","0.296"
"Q92918","HPK1","MAP4K1","Kinase","1","0.399","0.267","1.492","0.136","0.296"
"Q9Y243","Akt3","AKT3","Kinase","4","0.375","0.254","1.477","0.140","0.296"
"Q92519","TRB2","TRIB2","Kinase","1","0.385","0.261","1.476","0.140","0.296"
"Q14680","MELK","MELK","Kinase","3","0.584","0.397","1.474","0.141","0.296"
"P31751","Akt2","AKT2","Kinase","11","0.31","0.212","1.463","0.143","0.299"
"Q15139","PRKD1","PRKD1","Kinase","11","0.496","0.34","1.457","0.145","0.299"
"Q13131","AMPKA1","PRKAA1","Kinase","15","0.347","0.242","1.432","0.152","0.311"
"P53778","P38G","MAPK12","Kinase","4","0.284","0.205","1.388","0.165","0.334"
"P27448","MARK3 iso3","MARK3","Kinase","1","1.312","0.988","1.328","0.184","0.366"
"O75385","ULK1","ULK1","Kinase","3","0.386","0.293","1.315","0.188","0.366"
"O14757","Chk1","CHEK1","Kinase","11","0.554","0.421","1.315","0.189","0.366"
"P15056","BRAF","BRAF","Kinase","3","0.412","0.314","1.314","0.189","0.366"
"Q13554","CAMK2B","CAMK2B","Kinase","3","0.507","0.389","1.304","0.192","0.369"
"P53350","PLK1","PLK1","Kinase","7","-0.385","0.3","-1.283","0.200","0.378"
"O15530","PDK1","PDPK1","Kinase","4","0.355","0.277","1.279","0.201","0.378"
"Q96RR4","CAMKK2","CAMKK2","Kinase","2","-0.463","0.363","-1.274","0.203","0.378"
"O43293","DAPK3","DAPK3","Kinase","2","0.425","0.335","1.266","0.205","0.380"
"P35269","GTF2F1","GTF2F1","Kinase","2","-0.846","0.749","-1.13","0.258","0.473"
"Q16659","ERK3","MAPK6","Kinase","1","0.452","0.411","1.101","0.271","0.492"
"P49759","CLK1","CLK1","Kinase","3","-0.335","0.307","-1.092","0.275","0.493"
"Q00534","CDK6","CDK6","Kinase","12","0.187","0.174","1.074","0.283","0.503"
"P45983","JNK1 iso2","MAPK8","Kinase","15","0.19","0.179","1.061","0.289","0.509"
"Q9H2G2","SLK","SLK","Kinase","1","0.639","0.639","1.001","0.317","0.552"
"O14920","IKKB","IKBKB","Kinase","2","0.531","0.534","0.995","0.320","0.552"
"P53667","LIMK1","LIMK1","Kinase","1","0.3","0.306","0.98","0.327","0.552"
"P53671","LIMK2","LIMK2","Kinase","1","0.3","0.306","0.98","0.327","0.552"
"Q15569","TESK1","TESK1","Kinase","1","0.3","0.306","0.98","0.327","0.552"
"O00141","SGK1","SGK1","Kinase","7","0.236","0.245","0.962","0.336","0.559"
"Q16512","PKN1","PKN1","Kinase","2","0.368","0.384","0.96","0.337","0.559"
"P33981","TTK","TTK","Kinase","3","0.403","0.433","0.93","0.352","0.577"
"P19784","CK2A2","CSNK2A2","Kinase","1","0.459","0.498","0.921","0.357","0.577"
"Q00535","CDK5","CDK5","Kinase","16","0.167","0.181","0.921","0.357","0.577"
"P53779","JNK3","MAPK10","Kinase","3","0.219","0.243","0.904","0.366","0.587"
"Q8TDX7","NEK7","NEK7","Kinase","1","-0.875","1.005","-0.87","0.384","0.611"
"O00418","EEF2K","EEF2K","Kinase","1","0.831","0.985","0.844","0.399","0.629"
"O96017","Chk2","CHEK2","Kinase","2","0.418","0.508","0.823","0.411","0.639"
"O75676","MSK2","RPS6KA4","Kinase","1","0.295","0.362","0.816","0.415","0.639"
"P78368","CK1G2","CSNK1G2","Kinase","2","0.399","0.497","0.802","0.422","0.639"
"Q9UBS0","P70S6KB","RPS6KB2","Kinase","2","0.401","0.502","0.799","0.424","0.639"
"O43781","DYRK3","DYRK3","Kinase","1","0.324","0.406","0.796","0.426","0.639"
"P00558","PGK1","PGK1","Kinase","1","0.324","0.406","0.796","0.426","0.639"
"P06493","CDK1","CDK1","Kinase","98","0.093","0.118","0.792","0.428","0.639"
"P11362","FGFR1","FGFR1","Kinase","1","0.489","0.654","0.748","0.455","0.673"
"O76039","CDKL5","CDKL5","Kinase","1","0.307","0.417","0.737","0.461","0.678"
"P68400","CK2A1","CSNK2A1","Kinase","15","0.182","0.25","0.727","0.468","0.679"
"Q8TAS1","KIS","UHMK1","Kinase","2","0.376","0.518","0.725","0.469","0.679"
"P11802","CDK4","CDK4","Kinase","16","0.136","0.19","0.713","0.476","0.684"
"Q15349","RSK3","RPS6KA2","Kinase","3","0.185","0.27","0.686","0.493","0.695"
"P30291","Wee1","WEE1","Kinase","1","-0.271","0.402","-0.672","0.501","0.695"
"Q99640","Myt1","PKMYT1","Kinase","1","-0.271","0.402","-0.672","0.501","0.695"
"Q13535","ATR","ATR","Kinase","3","-0.312","0.465","-0.672","0.502","0.695"
"O94806","PRKD3","PRKD3","Kinase","1","0.351","0.526","0.667","0.505","0.695"
"O96013","PAK4","PAK4","Kinase","1","0.351","0.526","0.667","0.505","0.695"
"Q9HCP0","CK1G1","CSNK1G1","Kinase","1","0.441","0.673","0.655","0.512","0.695"
"Q9Y6M4","CK1G3","CSNK1G3","Kinase","1","0.441","0.673","0.655","0.512","0.695"
"Q00526","CDK3","CDK3","Kinase","1","0.135","0.216","0.624","0.532","0.712"
"Q07002","CDK18","CDK18","Kinase","1","0.135","0.216","0.624","0.532","0.712"
"Q9UGJ0","AMPKG2","PRKAG2","Kinase","2","0.224","0.365","0.614","0.539","0.716"
"O00311","CDC7","CDC7","Kinase","5","-0.154","0.257","-0.6","0.548","0.724"
"P51955","NEK2","NEK2","Kinase","1","0.285","0.494","0.576","0.565","0.740"
"Q15208","NDR1","STK38","Kinase","2","-0.359","0.655","-0.547","0.584","0.761"
"P15531","NME1","NME1","Kinase","1","0.356","0.662","0.538","0.590","0.764"
"P49674","CK1E","CSNK1E","Kinase","1","-0.265","0.502","-0.527","0.598","0.768"
"Q9Y478","AMPKB1","PRKAB1","Kinase","1","0.251","0.502","0.499","0.618","0.788"
"Q04759","PKCT","PRKCQ","Kinase","4","0.194","0.403","0.481","0.631","0.800"
"Q9Y463","DYRK1B","DYRK1B","Kinase","1","-0.508","1.144","-0.444","0.657","0.822"
"Q9NYV4","CDK12","CDK12","Kinase","1","0.182","0.409","0.444","0.657","0.822"
"O43683","BUB1","BUB1","Kinase","2","0.219","0.499","0.439","0.661","0.822"
"P67870","CK2B","CSNK2B","Kinase","1","-0.284","0.661","-0.43","0.667","0.825"
"Q8IVH8","KHS2","MAP4K3","Kinase","1","0.416","1.013","0.411","0.681","0.831"
"O60285","NuaK1","NUAK1","Kinase","1","-0.403","0.989","-0.408","0.683","0.831"
"P49841","GSK3B","GSK3B","Kinase","21","-0.077","0.19","-0.405","0.686","0.831"
"Q9HC98","NEK6","NEK6","Kinase","3","0.126","0.358","0.352","0.725","0.870"
"P05129","PKCG","PRKCG","Kinase","1","0.23","0.66","0.349","0.727","0.870"
"P49840","GSK3A","GSK3A","Kinase","6","-0.096","0.283","-0.34","0.734","0.873"
"Q9H2X6","HIPK2","HIPK2","Kinase","4","-0.1","0.315","-0.318","0.750","0.887"
"Q15831","LKB1","STK11","Kinase","1","-0.158","0.547","-0.289","0.773","0.903"
"Q7L7X3","TAO1","TAOK1","Kinase","1","-0.158","0.547","-0.289","0.773","0.903"
"P04626","HER2","ERBB2","Kinase","2","0.109","0.391","0.279","0.780","0.906"
"Q9BZL6","PRKD2","PRKD2","Kinase","1","0.182","0.704","0.259","0.796","0.913"
"Q86Z02","HIPK1","HIPK1","Kinase","1","-0.175","0.682","-0.257","0.797","0.913"
"Q00536","CDK16","CDK16","Kinase","1","-0.127","0.501","-0.254","0.800","0.913"
"P49336","CDK8","CDK8","Kinase","1","-0.232","0.986","-0.235","0.814","0.923"
"P49760","CLK2","CLK2","Kinase","1","-0.095","0.414","-0.228","0.819","0.924"
"P50750","CDK9","CDK9","Kinase","6","-0.058","0.274","-0.21","0.834","0.935"
"P48729","CK1A","CSNK1A1","Kinase","2","-0.11","0.558","-0.198","0.843","0.940"
"P50613","CDK7","CDK7","Kinase","5","0.041","0.269","0.15","0.880","0.970"
"Q13557","CAMK2D","CAMK2D","Kinase","1","0.287","1.93","0.149","0.882","0.970"
"O00506","YSK1","STK25","Kinase","2","0.07","0.567","0.123","0.902","0.970"
"Q9HBH9","Mnk2","MKNK2","Kinase","1","-0.078","0.659","-0.118","0.906","0.970"
"P21675","TAF1","TAF1","Kinase","1","0.108","0.991","0.109","0.913","0.970"
"P57059","SIK","SIK1","Kinase","1","-0.096","0.99","-0.097","0.923","0.970"
"O14965","AurA","AURKA","Kinase","3","0.036","0.425","0.084","0.933","0.970"
"Q92630","DYRK2","DYRK2","Kinase","5","-0.031","0.395","-0.079","0.937","0.970"
"O95382","MEKK6","MAP3K6","Kinase","1","-0.024","0.3","-0.079","0.937","0.970"
"P45985","MKK4","MAP2K4","Kinase","1","-0.024","0.3","-0.079","0.937","0.970"
"P46734","MKK3","MAP2K3","Kinase","1","-0.024","0.3","-0.079","0.937","0.970"
"P52564","MKK6","MAP2K6","Kinase","1","-0.024","0.3","-0.079","0.937","0.970"
"Q99683","ASK1","MAP3K5","Kinase","1","-0.024","0.3","-0.079","0.937","0.970"
"P24941","CDK2","CDK2","Kinase","87","-0.009","0.125","-0.074","0.941","0.970"
"P43250","GRK6","GRK6","Kinase","1","0.072","1.042","0.07","0.945","0.970"
"Q96GX5","MASTL","MASTL","Kinase","1","0.055","1","0.055","0.956","0.973"
"Q13164","ERK5","MAPK7","Kinase","2","-0.025","0.553","-0.044","0.965","0.973"
"Q9UHD2","TBK1","TBK1","Kinase","2","0.016","0.384","0.041","0.968","0.973"
"Q9P0L2","MARK1","MARK1","Kinase","3","0.036","0.911","0.04","0.968","0.973"
"Q13315","ATM","ATM","Kinase","5","-0.009","0.289","-0.032","0.975","0.975"
