"UniprotID","Name","Gene","Type","NumSubs","Activity","StdErr","ZScore","PValue","FDR"
"P53778","P38G","MAPK12","Kinase","8","0.875","0.165","5.31","1.10e-7","3.39e-7"
"Q5VT25","MRCKA","CDC42BPA","Kinase","2","2.708","0.513","5.279","1.30e-7","3.96e-7"
"Q96GD4","AurB","AURKB","Kinase","20","1.102","0.212","5.193","2.06e-7","6.22e-7"
"Q00534","CDK6","CDK6","Kinase","16","0.706","0.137","5.137","2.80e-7","8.32e-7"
"Q14004","CDK13","CDK13","Kinase","6","1.179","0.231","5.097","3.44e-7","0.00000101"
"P54646","AMPKA2","PRKAA2","Kinase","10","1.269","0.254","5.001","5.71e-7","0.00000166"
"O43318","TAK1","MAP3K7","Kinase","1","1.503","0.304","4.946","7.56e-7","0.00000216"
"Q9Y243","Akt3","AKT3","Kinase","6","1.078","0.219","4.929","8.25e-7","0.00000233"
"Q13043","MST1","STK4","Kinase","2","1.967","0.404","4.873","0.00000110","0.00000306"
"P42345","mTOR","MTOR","Kinase","31","0.809","0.166","4.869","0.00000112","0.00000310"
"P36507","MEK2","MAP2K2","Kinase","2","1.019","0.21","4.847","0.00000125","0.00000341"
"Q02750","MEK1","MAP2K1","Kinase","3","0.948","0.2","4.743","0.00000210","0.00000565"
"Q15139","PRKD1","PRKD1","Kinase","15","1.213","0.27","4.495","0.00000695","0.0000185"
"P78527","DNAPK","PRKDC","Kinase","3","1.56","0.353","4.422","0.00000976","0.0000256"
"P24941","CDK2","CDK2","Kinase","130","0.453","0.105","4.335","0.0000146","0.0000378"
"Q9UQM7","CAMK2A","CAMK2A","Kinase","7","1.073","0.248","4.323","0.0000154","0.0000396"
"Q13554","CAMK2B","CAMK2B","Kinase","5","1.204","0.28","4.297","0.0000173","0.0000439"
"P15056","BRAF","BRAF","Kinase","4","1.14","0.269","4.232","0.0000232","0.0000582"
"Q14012","CAMK1A","CAMK1","Kinase","2","1.469","0.352","4.172","0.0000301","0.0000745"
"Q00535","CDK5","CDK5","Kinase","23","0.643","0.154","4.171","0.0000303","0.0000745"
"P07949","Ret","RET","Kinase","2","0.797","0.192","4.154","0.0000326","0.0000793"
"P49840","GSK3A","GSK3A","Kinase","7","1.03","0.249","4.143","0.0000343","0.0000824"
"Q9Y6E0","MST3","STK24","Kinase","2","2.183","0.531","4.107","0.0000401","0.0000953"
"P24723","PKCH","PRKCH","Kinase","1","2.045","0.506","4.043","0.0000528","0.000124"
"Q14164","IKKE","IKBKE","Kinase","1","0.988","0.245","4.025","0.0000570","0.000133"
"P00519","Abl","ABL1","Kinase","2","2.152","0.538","4","0.0000634","0.000146"
"Q99759","MEKK3","MAP3K3","Kinase","1","1.037","0.262","3.96","0.0000750","0.000169"
"Q9UL54","TAO2","TAOK2","Kinase","1","1.037","0.262","3.96","0.0000750","0.000169"
"Q13535","ATR","ATR","Kinase","9","1.031","0.262","3.932","0.0000841","0.000188"
"Q13555","CAMK2G","CAMK2G","Kinase","3","1.255","0.323","3.885","0.000102","0.000226"
"P46734","MKK3","MAP2K3","Kinase","2","0.791","0.206","3.834","0.000126","0.000274"
"Q99683","ASK1","MAP3K5","Kinase","2","0.791","0.206","3.834","0.000126","0.000274"
"P11802","CDK4","CDK4","Kinase","19","0.642","0.168","3.822","0.000132","0.000285"
"P11309","Pim1","PIM1","Kinase","6","0.953","0.252","3.785","0.000154","0.000328"
"O94921","CDK14","CDK14","Kinase","1","3.754","0.994","3.776","0.000159","0.000336"
"P68400","CK2A1","CSNK2A1","Kinase","27","0.706","0.188","3.754","0.000174","0.000365"
"Q16584","MLK3","MAP3K11","Kinase","3","1.232","0.334","3.688","0.000226","0.000469"
"O75385","ULK1","ULK1","Kinase","4","1.046","0.284","3.685","0.000228","0.000469"
"O15530","PDK1","PDPK1","Kinase","5","0.959","0.261","3.68","0.000234","0.000470"
"Q12851","GCK","MAP4K2","Kinase","1","0.968","0.263","3.678","0.000235","0.000470"
"Q92918","HPK1","MAP4K1","Kinase","1","0.968","0.263","3.678","0.000235","0.000470"
"O94806","PRKD3","PRKD3","Kinase","2","1.162","0.316","3.672","0.000241","0.000476"
"Q16566","CAMK4","CAMK4","Kinase","3","1.231","0.335","3.67","0.000242","0.000476"
"P19525","PKR","EIF2AK2","Kinase","2","1.282","0.353","3.634","0.000279","0.000544"
"O60674","JAK2","JAK2","Kinase","4","0.962","0.266","3.623","0.000291","0.000563"
"Q15118","PDHK1","PDK1","Kinase","3","0.88","0.244","3.601","0.000318","0.000590"
"Q15119","PDHK2","PDK2","Kinase","3","0.88","0.244","3.601","0.000318","0.000590"
"Q15120","PDHK3","PDK3","Kinase","3","0.88","0.244","3.601","0.000318","0.000590"
"Q16654","PDHK4","PDK4","Kinase","3","0.88","0.244","3.601","0.000318","0.000590"
"O95835","LATS1","LATS1","Kinase","1","1.213","0.337","3.6","0.000319","0.000590"
"Q13188","MST2","STK3","Kinase","3","1.299","0.366","3.544","0.000395","0.000725"
"P50613","CDK7","CDK7","Kinase","11","0.681","0.198","3.437","0.000589","0.00107"
"Q13315","ATM","ATM","Kinase","13","0.751","0.226","3.329","0.000871","0.00158"
"P53350","PLK1","PLK1","Kinase","14","0.72","0.226","3.188","0.00143","0.00257"
"Q92519","TRB2","TRIB2","Kinase","1","0.816","0.256","3.183","0.00146","0.00260"
"P53667","LIMK1","LIMK1","Kinase","1","0.927","0.301","3.085","0.00204","0.00354"
"P53671","LIMK2","LIMK2","Kinase","1","0.927","0.301","3.085","0.00204","0.00354"
"Q15569","TESK1","TESK1","Kinase","1","0.927","0.301","3.085","0.00204","0.00354"
"Q16512","PKN1","PKN1","Kinase","3","0.902","0.295","3.057","0.00224","0.00386"
"Q9UGJ0","AMPKG2","PRKAG2","Kinase","2","1.096","0.364","3.01","0.00261","0.00447"
"P49841","GSK3B","GSK3B","Kinase","28","0.477","0.16","2.98","0.00288","0.00490"
"O43781","DYRK3","DYRK3","Kinase","1","1.204","0.406","2.966","0.00301","0.00505"
"P00558","PGK1","PGK1","Kinase","1","1.204","0.406","2.966","0.00301","0.00505"
"P33981","TTK","TTK","Kinase","5","0.94","0.321","2.931","0.00337","0.00561"
"Q9BZL6","PRKD2","PRKD2","Kinase","3","1.093","0.379","2.883","0.00393","0.00646"
"Q96BR1","SGK3","SGK3","Kinase","2","1.495","0.519","2.883","0.00394","0.00646"
"P11362","FGFR1","FGFR1","Kinase","2","0.865","0.306","2.83","0.00465","0.00755"
"O43293","DAPK3","DAPK3","Kinase","2","0.872","0.308","2.829","0.00467","0.00755"
"Q9UM73","ALK","ALK","Kinase","2","1.408","0.5","2.816","0.00486","0.00778"
"Q8IWU2","Lmr2","LMTK2","Kinase","1","0.959","0.343","2.794","0.00520","0.00828"
"Q7L7X3","TAO1","TAOK1","Kinase","2","0.83","0.301","2.756","0.00585","0.00925"
"Q9P289","MST4","STK26","Kinase","1","0.958","0.349","2.747","0.00601","0.00943"
"Q9HC98","NEK6","NEK6","Kinase","5","0.845","0.308","2.744","0.00607","0.00946"
"Q9Y2U5","MEKK2","MAP3K2","Kinase","1","0.85","0.31","2.74","0.00614","0.00949"
"Q96GX5","MASTL","MASTL","Kinase","1","2.759","1.008","2.739","0.00617","0.00949"
"O96013","PAK4","PAK4","Kinase","2","0.835","0.308","2.714","0.00665","0.0102"
"P45985","MKK4","MAP2K4","Kinase","2","0.983","0.368","2.67","0.00759","0.0115"
"P19784","CK2A2","CSNK2A2","Kinase","2","0.945","0.361","2.616","0.00889","0.0134"
"Q8TAS1","KIS","UHMK1","Kinase","3","0.921","0.358","2.574","0.0101","0.0151"
"O76039","CDKL5","CDKL5","Kinase","2","0.787","0.309","2.546","0.0109","0.0162"
"Q96RR4","CAMKK2","CAMKK2","Kinase","3","0.835","0.336","2.484","0.0130","0.0192"
"O96017","Chk2","CHEK2","Kinase","2","1.245","0.509","2.445","0.0145","0.0212"
"O75676","MSK2","RPS6KA4","Kinase","1","0.869","0.356","2.438","0.0148","0.0215"
"P50750","CDK9","CDK9","Kinase","11","0.559","0.232","2.413","0.0158","0.0229"
"Q04759","PKCT","PRKCQ","Kinase","4","0.959","0.403","2.378","0.0174","0.0250"
"O00418","EEF2K","EEF2K","Kinase","2","1.135","0.504","2.253","0.0242","0.0347"
"Q8N5S9","CAMKK1","CAMKK1","Kinase","1","1.501","0.669","2.242","0.0249","0.0354"
"P00533","EGFR","EGFR","Kinase","4","0.708","0.32","2.214","0.0268","0.0379"
"O00311","CDC7","CDC7","Kinase","9","0.415","0.19","2.188","0.0287","0.0402"
"Q9H2G2","SLK","SLK","Kinase","1","1.405","0.643","2.186","0.0288","0.0402"
"Q14680","MELK","MELK","Kinase","4","0.859","0.395","2.175","0.0296","0.0411"
"Q38SD2","LRRK1","LRRK1","Kinase","1","1.431","0.666","2.148","0.0317","0.0437"
"P43405","Syk","SYK","Kinase","3","1.008","0.475","2.123","0.0338","0.0463"
"Q92630","DYRK2","DYRK2","Kinase","9","0.541","0.257","2.101","0.0356","0.0485"
"Q9BYP7","WNK3","WNK3","Kinase","1","1.471","0.704","2.089","0.0367","0.0494"
"Q9H4A3","WNK1","WNK1","Kinase","1","1.471","0.704","2.089","0.0367","0.0494"
"Q9H2X6","HIPK2","HIPK2","Kinase","9","0.508","0.249","2.041","0.0412","0.0551"
"Q9UBS0","P70S6KB","RPS6KB2","Kinase","2","1.009","0.503","2.006","0.0449","0.0596"
"O00444","PLK4","PLK4","Kinase","1","1.301","0.664","1.96","0.0500","0.0660"
"Q00536","CDK16","CDK16","Kinase","3","0.562","0.292","1.925","0.0543","0.0713"
"Q9NYV4","CDK12","CDK12","Kinase","1","0.782","0.408","1.916","0.0554","0.0724"
"P78368","CK1G2","CSNK1G2","Kinase","2","0.914","0.494","1.85","0.0643","0.0835"
"Q15831","LKB1","STK11","Kinase","3","0.729","0.396","1.842","0.0655","0.0845"
"O95382","MEKK6","MAP3K6","Kinase","1","0.544","0.297","1.832","0.0670","0.0855"
"P52564","MKK6","MAP2K6","Kinase","1","0.544","0.297","1.832","0.0670","0.0855"
"P67870","CK2B","CSNK2B","Kinase","2","0.756","0.425","1.779","0.0753","0.0956"
"Q8IYT8","ULK2","ULK2","Kinase","1","1.196","0.678","1.764","0.0777","0.0981"
"P15531","NME1","NME1","Kinase","1","1.152","0.665","1.732","0.0832","0.105"
"Q9Y478","AMPKB1","PRKAB1","Kinase","1","0.842","0.503","1.673","0.0943","0.118"
"Q16659","ERK3","MAPK6","Kinase","2","0.895","0.539","1.66","0.0968","0.120"
"O14965","AurA","AURKA","Kinase","9","0.463","0.282","1.643","0.100","0.124"
"P49336","CDK8","CDK8","Kinase","3","0.681","0.416","1.637","0.102","0.125"
"Q15349","RSK3","RPS6KA2","Kinase","4","0.497","0.304","1.634","0.102","0.125"
"P04626","HER2","ERBB2","Kinase","2","0.563","0.353","1.596","0.110","0.134"
"O14920","IKKB","IKBKB","Kinase","4","0.671","0.433","1.548","0.122","0.147"
"Q8IVH8","KHS2","MAP4K3","Kinase","1","1.547","1.021","1.515","0.130","0.156"
"Q86Z02","HIPK1","HIPK1","Kinase","2","0.644","0.445","1.447","0.148","0.177"
"P05129","PKCG","PRKCG","Kinase","1","0.893","0.663","1.346","0.178","0.212"
"Q9BUB5","Mnk1 iso2","MKNK1","Kinase","1","1.303","0.994","1.31","0.190","0.225"
"Q9P0L2","MARK1","MARK1","Kinase","3","1.143","0.918","1.245","0.213","0.251"
"O00506","YSK1","STK25","Kinase","2","0.703","0.57","1.234","0.217","0.254"
"P06213","INSR","INSR","Kinase","1","0.812","0.66","1.231","0.218","0.255"
"P27448","MARK3 iso3","MARK3","Kinase","3","0.727","0.599","1.213","0.225","0.260"
"P49674","CK1E","CSNK1E","Kinase","1","0.603","0.498","1.211","0.226","0.260"
"Q9UHD2","TBK1","TBK1","Kinase","3","0.5","0.414","1.208","0.227","0.260"
"Q9Y463","DYRK1B","DYRK1B","Kinase","3","0.614","0.509","1.205","0.228","0.260"
"Q96QT4","ChaK1","TRPM7","Kinase","1","1.181","1.006","1.174","0.241","0.273"
"Q9HBH9","Mnk2","MKNK2","Kinase","1","0.771","0.663","1.164","0.245","0.276"
"Q9HCP0","CK1G1","CSNK1G1","Kinase","1","0.774","0.677","1.143","0.253","0.283"
"Q9Y6M4","CK1G3","CSNK1G3","Kinase","1","0.774","0.677","1.143","0.253","0.283"
"Q13164","ERK5","MAPK7","Kinase","2","0.628","0.556","1.129","0.259","0.288"
"P49759","CLK1","CLK1","Kinase","3","0.322","0.304","1.057","0.290","0.322"
"Q96KB5","PBK","PBK","Kinase","2","0.52","0.506","1.029","0.304","0.335"
"P30291","Wee1","WEE1","Kinase","1","0.405","0.402","1.009","0.313","0.342"
"Q99640","Myt1","PKMYT1","Kinase","1","0.405","0.402","1.009","0.313","0.342"
"Q96Q15","SMG1","SMG1","Kinase","1","0.977","0.988","0.989","0.323","0.351"
"P48729","CK1A","CSNK1A1","Kinase","2","0.543","0.559","0.972","0.331","0.358"
"P49760","CLK2","CLK2","Kinase","1","0.383","0.414","0.924","0.355","0.382"
"O60285","NuaK1","NUAK1","Kinase","2","0.585","0.72","0.813","0.416","0.446"
"P21675","TAF1","TAF1","Kinase","1","0.765","0.999","0.766","0.444","0.473"
"P57059","SIK","SIK1","Kinase","3","0.433","0.602","0.72","0.471","0.500"
"P51955","NEK2","NEK2","Kinase","3","0.326","0.504","0.647","0.517","0.544"
"P34947","GRK5","GRK5","Kinase","1","0.67","1.036","0.647","0.518","0.544"
"O43683","BUB1","BUB1","Kinase","2","0.322","0.5","0.643","0.521","0.545"
"P43250","GRK6","GRK6","Kinase","1","0.637","1.049","0.607","0.544","0.566"
"Q9H093","NuaK2","NUAK2","Kinase","1","0.573","0.996","0.576","0.565","0.586"
"P35269","GTF2F1","GTF2F1","Kinase","2","0.374","0.754","0.496","0.620","0.639"
"Q13557","CAMK2D","CAMK2D","Kinase","2","0.609","1.376","0.442","0.658","0.675"
"Q9UKI8","TLK1","TLK1","Kinase","1","0.222","0.506","0.439","0.660","0.675"
"Q15208","NDR1","STK38","Kinase","3","0.209","0.528","0.397","0.692","0.704"
"Q02779","MLK2","MAP3K10","Kinase","1","0.39","1","0.39","0.697","0.706"
"Q8TDX7","NEK7","NEK7","Kinase","1","0.269","1.013","0.265","0.791","0.798"
"Q5S007","LRRK2","LRRK2","Kinase","1","0.217","0.986","0.22","0.826","0.830"
"Q13627","DYRK1A","DYRK1A","Kinase","9","-0.042","0.532","-0.079","0.937","0.937"
