"UniprotID","Name","Gene","Type","NumSubs","Activity","StdErr","ZScore","PValue","FDR"
"Q9H4B4","PLK3","PLK3","Kinase","2","0.582","0.126","4.616","0.00000391","0.0000161"
"Q05655","PKCD","PRKCD","Kinase","11","0.584","0.128","4.551","0.00000533","0.0000212"
"Q13043","MST1","STK4","Kinase","1","2.397","0.527","4.551","0.00000534","0.0000212"
"P06493","CDK1","CDK1","Kinase","120","0.384","0.086","4.483","0.00000735","0.0000285"
"P07949","Ret","RET","Kinase","3","0.582","0.131","4.449","0.00000864","0.0000329"
"O15111","IKKA","CHUK","Kinase","2","1.003","0.226","4.429","0.00000945","0.0000353"
"P00533","EGFR","EGFR","Kinase","3","0.606","0.138","4.392","0.0000112","0.0000404"
"P36507","MEK2","MAP2K2","Kinase","3","0.606","0.138","4.392","0.0000112","0.0000404"
"P51812","RSK2","RPS6KA3","Kinase","5","0.879","0.203","4.331","0.0000149","0.0000525"
"Q13976","PKG1 iso2","PRKG1","Kinase","4","0.912","0.212","4.302","0.0000169","0.0000587"
"Q00526","CDK3","CDK3","Kinase","2","0.503","0.12","4.193","0.0000276","0.0000941"
"Q96GD4","AurB","AURKB","Kinase","12","0.755","0.181","4.159","0.0000319","0.000107"
"O94921","CDK14","CDK14","Kinase","1","3.052","0.753","4.051","0.0000510","0.000167"
"Q7KZI7","MARK2","MARK2","Kinase","6","0.899","0.222","4.049","0.0000515","0.000167"
"Q02750","MEK1","MAP2K1","Kinase","4","0.545","0.136","4.02","0.0000582","0.000186"
"P53778","P38G","MAPK12","Kinase","4","0.625","0.156","4.012","0.0000601","0.000189"
"Q13188","MST2","STK3","Kinase","2","1.529","0.383","3.997","0.0000641","0.000198"
"Q15759","P38B","MAPK11","Kinase","3","0.485","0.125","3.875","0.000107","0.000325"
"Q8TD08","ERK7","MAPK15","Kinase","1","0.564","0.147","3.835","0.000126","0.000366"
"Q96KB5","PBK","PBK","Kinase","1","0.564","0.147","3.835","0.000126","0.000366"
"Q99986","VRK1","VRK1","Kinase","1","0.564","0.147","3.835","0.000126","0.000366"
"P17252","PKCA","PRKCA","Kinase","9","0.749","0.197","3.808","0.000140","0.000402"
"P45983","JNK1 iso2","MAPK8","Kinase","16","0.477","0.13","3.677","0.000236","0.000667"
"P30530","AXL","AXL","Kinase","2","1.059","0.292","3.632","0.000281","0.000784"
"O75582","MSK1","RPS6KA5","Kinase","5","0.502","0.14","3.582","0.000341","0.000939"
"P15056","BRAF","BRAF","Kinase","3","0.671","0.193","3.485","0.000492","0.00133"
"Q13555","CAMK2G","CAMK2G","Kinase","2","0.884","0.259","3.411","0.000648","0.00173"
"Q00534","CDK6","CDK6","Kinase","12","0.446","0.132","3.368","0.000758","0.00200"
"O95835","LATS1","LATS1","Kinase","1","0.866","0.258","3.352","0.000801","0.00209"
"O43318","TAK1","MAP3K7","Kinase","1","0.768","0.234","3.287","0.00101","0.00260"
"Q00535","CDK5","CDK5","Kinase","16","0.447","0.137","3.251","0.00115","0.00292"
"Q14164","IKKE","IKBKE","Kinase","1","0.624","0.193","3.234","0.00122","0.00306"
"Q16539","P38A","MAPK14","Kinase","16","0.408","0.127","3.217","0.00130","0.00321"
"P23443","p70S6K","RPS6KB1","Kinase","7","0.633","0.201","3.146","0.00165","0.00404"
"P53779","JNK3","MAPK10","Kinase","4","0.461","0.148","3.123","0.00179","0.00432"
"P16591","Fer","FER","Kinase","1","0.524","0.17","3.092","0.00199","0.00474"
"O75385","ULK1","ULK1","Kinase","3","0.693","0.226","3.061","0.00220","0.00519"
"P24941","CDK2","CDK2","Kinase","102","0.277","0.091","3.051","0.00228","0.00531"
"P33981","TTK","TTK","Kinase","4","0.817","0.274","2.981","0.00287","0.00662"
"O60674","JAK2","JAK2","Kinase","4","0.62","0.21","2.95","0.00318","0.00723"
"P12931","Src","SRC","Kinase","8","0.565","0.192","2.941","0.00327","0.00735"
"Q16659","ERK3","MAPK6","Kinase","1","0.915","0.314","2.918","0.00352","0.00783"
"P11802","CDK4","CDK4","Kinase","16","0.419","0.144","2.902","0.00371","0.00817"
"O00141","SGK1","SGK1","Kinase","7","0.557","0.193","2.889","0.00387","0.00842"
"Q02156","PKCE","PRKCE","Kinase","4","0.624","0.225","2.778","0.00547","0.0118"
"Q13131","AMPKA1","PRKAA1","Kinase","15","0.495","0.183","2.71","0.00673","0.0143"
"Q07002","CDK18","CDK18","Kinase","1","0.443","0.164","2.695","0.00704","0.0148"
"O76039","CDKL5","CDKL5","Kinase","1","0.852","0.318","2.68","0.00736","0.0153"
"Q8IWU2","Lmr2","LMTK2","Kinase","1","0.696","0.263","2.647","0.00813","0.0168"
"P24723","PKCH","PRKCH","Kinase","1","1.012","0.386","2.626","0.00865","0.0176"
"Q9UQM7","CAMK2A","CAMK2A","Kinase","5","0.61","0.233","2.614","0.00894","0.0181"
"Q12851","GCK","MAP4K2","Kinase","1","0.524","0.203","2.578","0.00994","0.0197"
"Q92918","HPK1","MAP4K1","Kinase","1","0.524","0.203","2.578","0.00994","0.0197"
"Q13554","CAMK2B","CAMK2B","Kinase","4","0.597","0.233","2.565","0.0103","0.0202"
"Q16566","CAMK4","CAMK4","Kinase","2","0.709","0.281","2.52","0.0117","0.0228"
"O00444","PLK4","PLK4","Kinase","1","1.254","0.504","2.489","0.0128","0.0246"
"Q15139","PRKD1","PRKD1","Kinase","12","0.51","0.208","2.458","0.0140","0.0266"
"Q8IYT8","ULK2","ULK2","Kinase","1","1.263","0.515","2.454","0.0141","0.0266"
"P42345","mTOR","MTOR","Kinase","21","0.368","0.153","2.403","0.0162","0.0303"
"O14965","AurA","AURKA","Kinase","5","0.566","0.238","2.375","0.0175","0.0324"
"Q14004","CDK13","CDK13","Kinase","5","0.487","0.206","2.359","0.0183","0.0336"
"P53667","LIMK1","LIMK1","Kinase","1","0.541","0.232","2.334","0.0196","0.0350"
"P53671","LIMK2","LIMK2","Kinase","1","0.541","0.232","2.334","0.0196","0.0350"
"Q15569","TESK1","TESK1","Kinase","1","0.541","0.232","2.334","0.0196","0.0350"
"Q9Y243","Akt3","AKT3","Kinase","4","0.433","0.193","2.239","0.0252","0.0445"
"Q9Y6E0","MST3","STK24","Kinase","1","1.639","0.751","2.181","0.0292","0.0511"
"P19525","PKR","EIF2AK2","Kinase","2","0.582","0.27","2.152","0.0314","0.0545"
"Q15118","PDHK1","PDK1","Kinase","3","0.402","0.189","2.125","0.0336","0.0563"
"Q15119","PDHK2","PDK2","Kinase","3","0.402","0.189","2.125","0.0336","0.0563"
"Q15120","PDHK3","PDK3","Kinase","3","0.402","0.189","2.125","0.0336","0.0563"
"Q16654","PDHK4","PDK4","Kinase","3","0.402","0.189","2.125","0.0336","0.0563"
"Q13315","ATM","ATM","Kinase","6","0.45","0.212","2.122","0.0338","0.0563"
"Q16644","MAPKAPK3","MAPKAPK3","Kinase","2","0.495","0.236","2.095","0.0362","0.0597"
"O14757","Chk1","CHEK1","Kinase","11","0.637","0.314","2.03","0.0423","0.0692"
"Q96BR1","SGK3","SGK3","Kinase","2","0.795","0.394","2.017","0.0437","0.0700"
"O43781","DYRK3","DYRK3","Kinase","1","0.625","0.31","2.015","0.0439","0.0700"
"P00558","PGK1","PGK1","Kinase","1","0.625","0.31","2.015","0.0439","0.0700"
"O94806","PRKD3","PRKD3","Kinase","2","0.49","0.244","2.009","0.0446","0.0706"
"Q92519","TRB2","TRIB2","Kinase","1","0.39","0.198","1.966","0.0492","0.0774"
"Q14680","MELK","MELK","Kinase","3","0.593","0.302","1.959","0.0501","0.0781"
"Q9BZL6","PRKD2","PRKD2","Kinase","2","0.567","0.29","1.954","0.0507","0.0785"
"P49840","GSK3A","GSK3A","Kinase","5","0.451","0.232","1.944","0.0520","0.0797"
"P54646","AMPKA2","PRKAA2","Kinase","3","0.624","0.337","1.849","0.0645","0.0982"
"O15530","PDK1","PDPK1","Kinase","4","0.366","0.211","1.734","0.0830","0.125"
"P50750","CDK9","CDK9","Kinase","6","0.36","0.209","1.72","0.0854","0.128"
"O95382","MEKK6","MAP3K6","Kinase","1","0.388","0.229","1.696","0.0899","0.130"
"P45985","MKK4","MAP2K4","Kinase","1","0.388","0.229","1.696","0.0899","0.130"
"P46734","MKK3","MAP2K3","Kinase","1","0.388","0.229","1.696","0.0899","0.130"
"P52564","MKK6","MAP2K6","Kinase","1","0.388","0.229","1.696","0.0899","0.130"
"Q99683","ASK1","MAP3K5","Kinase","1","0.388","0.229","1.696","0.0899","0.130"
"O14920","IKKB","IKBKB","Kinase","2","0.689","0.407","1.692","0.0907","0.130"
"Q13535","ATR","ATR","Kinase","3","0.546","0.336","1.625","0.104","0.148"
"O75676","MSK2","RPS6KA4","Kinase","1","0.439","0.276","1.593","0.111","0.157"
"P27448","MARK3 iso3","MARK3","Kinase","1","1.089","0.754","1.444","0.149","0.209"
"P43405","Syk","SYK","Kinase","2","0.551","0.382","1.441","0.150","0.209"
"P53350","PLK1","PLK1","Kinase","7","0.308","0.229","1.345","0.179","0.247"
"Q15349","RSK3","RPS6KA2","Kinase","3","0.262","0.198","1.322","0.186","0.256"
"Q92630","DYRK2","DYRK2","Kinase","5","0.395","0.301","1.312","0.190","0.259"
"Q9NYV4","CDK12","CDK12","Kinase","1","0.4","0.312","1.28","0.200","0.272"
"P49841","GSK3B","GSK3B","Kinase","21","0.184","0.147","1.253","0.210","0.283"
"P00519","Abl","ABL1","Kinase","1","0.927","0.744","1.247","0.212","0.284"
"O43293","DAPK3","DAPK3","Kinase","2","0.317","0.256","1.238","0.216","0.287"
"Q9UBS0","P70S6KB","RPS6KB2","Kinase","2","0.457","0.383","1.191","0.234","0.308"
"Q9P0L2","MARK1","MARK1","Kinase","3","0.808","0.695","1.163","0.245","0.321"
"O43683","BUB1","BUB1","Kinase","2","0.44","0.381","1.156","0.248","0.323"
"Q9HC98","NEK6","NEK6","Kinase","3","0.302","0.273","1.108","0.268","0.347"
"P50613","CDK7","CDK7","Kinase","8","0.198","0.18","1.1","0.271","0.349"
"O00311","CDC7","CDC7","Kinase","7","0.176","0.162","1.087","0.277","0.354"
"Q04759","PKCT","PRKCQ","Kinase","3","0.351","0.355","0.99","0.322","0.409"
"Q16512","PKN1","PKN1","Kinase","2","0.28","0.293","0.958","0.338","0.426"
"Q13627","DYRK1A","DYRK1A","Kinase","5","-0.476","0.513","-0.928","0.353","0.443"
"P78368","CK1G2","CSNK1G2","Kinase","2","0.341","0.377","0.904","0.366","0.456"
"P49336","CDK8","CDK8","Kinase","2","0.339","0.393","0.862","0.388","0.481"
"P34947","GRK5","GRK5","Kinase","1","0.659","0.785","0.839","0.401","0.494"
"P04626","HER2","ERBB2","Kinase","2","0.241","0.298","0.807","0.419","0.513"
"Q96GX5","MASTL","MASTL","Kinase","1","0.599","0.763","0.784","0.433","0.526"
"P11362","FGFR1","FGFR1","Kinase","1","0.385","0.499","0.773","0.440","0.531"
"Q13164","ERK5","MAPK7","Kinase","2","0.317","0.422","0.75","0.453","0.541"
"Q9HCP0","CK1G1","CSNK1G1","Kinase","1","0.383","0.514","0.745","0.456","0.541"
"Q9Y6M4","CK1G3","CSNK1G3","Kinase","1","0.383","0.514","0.745","0.456","0.541"
"Q9H2X6","HIPK2","HIPK2","Kinase","4","0.175","0.24","0.728","0.467","0.550"
"Q9H2G2","SLK","SLK","Kinase","1","0.326","0.488","0.669","0.504","0.590"
"Q9UKI8","TLK1","TLK1","Kinase","1","0.246","0.385","0.64","0.522","0.608"
"P68400","CK2A1","CSNK2A1","Kinase","22","0.096","0.159","0.603","0.547","0.633"
"Q99640","Myt1","PKMYT1","Kinase","2","0.242","0.41","0.59","0.555","0.639"
"P21675","TAF1","TAF1","Kinase","1","0.431","0.757","0.569","0.569","0.651"
"P49759","CLK1","CLK1","Kinase","2","0.168","0.298","0.563","0.573","0.652"
"P19784","CK2A2","CSNK2A2","Kinase","1","0.203","0.379","0.534","0.593","0.668"
"O96013","PAK4","PAK4","Kinase","1","0.212","0.398","0.533","0.594","0.668"
"P35269","GTF2F1","GTF2F1","Kinase","2","0.292","0.571","0.511","0.609","0.681"
"O00418","EEF2K","EEF2K","Kinase","2","0.26","0.541","0.481","0.631","0.702"
"Q9HBH9","Mnk2","MKNK2","Kinase","1","-0.236","0.503","-0.468","0.640","0.708"
"P15531","NME1","NME1","Kinase","1","0.232","0.505","0.461","0.645","0.710"
"Q15208","NDR1","STK38","Kinase","2","0.224","0.5","0.448","0.654","0.715"
"Q96RR4","CAMKK2","CAMKK2","Kinase","2","0.11","0.277","0.395","0.693","0.754"
"Q9UGJ0","AMPKG2","PRKAG2","Kinase","1","0.138","0.382","0.362","0.718","0.772"
"O60285","NuaK1","NUAK1","Kinase","1","0.27","0.755","0.358","0.721","0.772"
"Q96Q15","SMG1","SMG1","Kinase","1","0.267","0.749","0.357","0.721","0.772"
"P43250","GRK6","GRK6","Kinase","1","0.272","0.795","0.342","0.733","0.780"
"Q9Y463","DYRK1B","DYRK1B","Kinase","1","-0.295","0.892","-0.33","0.741","0.785"
"P30291","Wee1","WEE1","Kinase","1","0.096","0.307","0.312","0.755","0.796"
"Q9UHD2","TBK1","TBK1","Kinase","2","0.079","0.293","0.269","0.788","0.825"
"P67870","CK2B","CSNK2B","Kinase","1","0.114","0.504","0.225","0.822","0.856"
"P05129","PKCG","PRKCG","Kinase","1","0.108","0.504","0.215","0.830","0.861"
"Q00536","CDK16","CDK16","Kinase","1","0.079","0.382","0.207","0.836","0.862"
"P57059","SIK","SIK1","Kinase","1","0.149","0.756","0.198","0.843","0.865"
"P51955","NEK2","NEK2","Kinase","1","0.065","0.377","0.173","0.863","0.880"
"O00506","YSK1","STK25","Kinase","2","0.032","0.433","0.074","0.941","0.955"
"Q13557","CAMK2D","CAMK2D","Kinase","1","0.063","1.473","0.043","0.966","0.975"
"Q8TDX7","NEK7","NEK7","Kinase","1","-0.029","0.767","-0.038","0.970","0.975"
"Q86Z02","HIPK1","HIPK1","Kinase","1","0.006","0.521","0.011","0.992","0.992"
