"UniprotID","Name","Gene","Type","NumSubs","Activity","StdErr","ZScore","PValue","FDR"
"P49674","CK1E","CSNK1E","Kinase","3","-0.355","0.17","-2.091","0.0366","0.202"
"P53667","LIMK1","LIMK1","Kinase","3","-0.595","0.303","-1.967","0.0492","0.261"
"Q15569","TESK1","TESK1","Kinase","3","-0.595","0.303","-1.967","0.0492","0.261"
"O75385","ULK1","ULK1","Kinase","5","0.543","0.283","1.923","0.0545","0.283"
"P53671","LIMK2","LIMK2","Kinase","2","-0.547","0.293","-1.865","0.0622","0.308"
"P11362","FGFR1","FGFR1","Kinase","1","-1.767","0.949","-1.862","0.0626","0.308"
"P19525","PKR","EIF2AK2","Kinase","2","0.631","0.339","1.859","0.0631","0.308"
"P53350","PLK1","PLK1","Kinase","34","0.288","0.156","1.848","0.0646","0.310"
"Q13627","DYRK1A","DYRK1A","Kinase","10","-0.745","0.411","-1.813","0.0699","0.328"
"O14965","AurA","AURKA","Kinase","26","0.285","0.162","1.761","0.0783","0.351"
"P31751","Akt2","AKT2","Kinase","28","-0.238","0.135","-1.759","0.0785","0.351"
"P27448","MARK3 iso3","MARK3","Kinase","5","-0.638","0.363","-1.757","0.0789","0.351"
"O60674","JAK2","JAK2","Kinase","2","0.305","0.175","1.748","0.0804","0.351"
"P49759","CLK1","CLK1","Kinase","3","-0.503","0.292","-1.724","0.0846","0.363"
"P51812","RSK2","RPS6KA3","Kinase","18","0.25","0.146","1.715","0.0863","0.364"
"P12931","Src","SRC","Kinase","11","-0.422","0.247","-1.705","0.0882","0.366"
"Q9Y6E0","MST3","STK24","Kinase","4","0.649","0.384","1.69","0.0909","0.368"
"Q00534","CDK6","CDK6","Kinase","14","0.256","0.152","1.686","0.0917","0.368"
"Q9UBE8","NLK","NLK","Kinase","2","0.326","0.196","1.663","0.0963","0.381"
"Q02750","MEK1","MAP2K1","Kinase","5","0.244","0.148","1.649","0.0990","0.385"
"O75676","MSK2","RPS6KA4","Kinase","2","0.395","0.243","1.625","0.104","0.399"
"Q15759","P38B","MAPK11","Kinase","8","0.296","0.186","1.586","0.113","0.425"
"Q13555","CAMK2G","CAMK2G","Kinase","5","0.607","0.388","1.562","0.118","0.440"
"Q16539","P38A","MAPK14","Kinase","47","0.167","0.11","1.511","0.131","0.468"
"O00444","PLK4","PLK4","Kinase","2","0.847","0.562","1.508","0.132","0.468"
"Q9Y463","DYRK1B","DYRK1B","Kinase","3","-0.716","0.475","-1.508","0.132","0.468"
"Q9UHD2","TBK1","TBK1","Kinase","7","0.324","0.218","1.488","0.137","0.480"
"Q2M2I8","AAK1","AAK1","Kinase","1","-0.942","0.652","-1.444","0.149","0.505"
"Q9NSY1","BIKE","BMP2K","Kinase","1","-0.942","0.652","-1.444","0.149","0.505"
"P49760","CLK2","CLK2","Kinase","1","-0.574","0.399","-1.439","0.150","0.505"
"P16591","Fer","FER","Kinase","1","0.291","0.205","1.416","0.157","0.520"
"P19784","CK2A2","CSNK2A2","Kinase","4","0.374","0.265","1.409","0.159","0.520"
"P05129","PKCG","PRKCG","Kinase","3","0.434","0.312","1.391","0.164","0.531"
"Q92630","DYRK2","DYRK2","Kinase","11","-0.304","0.22","-1.384","0.166","0.531"
"P78362","SRPK2","SRPK2","Kinase","1","0.843","0.642","1.314","0.189","0.592"
"Q8TDC3","BRSK1","BRSK1","Kinase","2","0.35","0.267","1.31","0.190","0.592"
"P07948","LYN","LYN","Kinase","1","-0.829","0.636","-1.303","0.193","0.592"
"O76039","CDKL5","CDKL5","Kinase","9","0.521","0.405","1.288","0.198","0.595"
"P00533","EGFR","EGFR","Kinase","5","0.294","0.229","1.286","0.198","0.595"
"O00506","YSK1","STK25","Kinase","1","-1.233","0.971","-1.27","0.204","0.605"
"Q9Y3S1","WNK2","WNK2","Kinase","3","0.579","0.459","1.26","0.208","0.608"
"Q9BYP7","WNK3","WNK3","Kinase","3","0.464","0.374","1.243","0.214","0.620"
"Q9H4B4","PLK3","PLK3","Kinase","3","0.15","0.123","1.223","0.221","0.633"
"Q00536","CDK16","CDK16","Kinase","2","-0.405","0.336","-1.208","0.227","0.642"
"Q9H0K1","QIK","SIK2","Kinase","2","-0.369","0.307","-1.202","0.229","0.642"
"O43353","RIPK2","RIPK2","Kinase","2","0.815","0.684","1.191","0.233","0.642"
"O94804","LOK","STK10","Kinase","1","0.297","0.25","1.189","0.235","0.642"
"P67870","CK2B","CSNK2B","Kinase","2","-0.472","0.408","-1.157","0.247","0.670"
"Q14004","CDK13","CDK13","Kinase","6","0.248","0.22","1.13","0.259","0.673"
"P24723","PKCH","PRKCH","Kinase","1","0.105","0.093","1.128","0.260","0.673"
"Q9UK32","RSK4","RPS6KA6","Kinase","1","0.105","0.093","1.128","0.260","0.673"
"Q9Y4K4","KHS1","MAP4K5","Kinase","1","0.105","0.093","1.128","0.260","0.673"
"P50750","CDK9","CDK9","Kinase","15","-0.238","0.212","-1.122","0.262","0.673"
"O75116","ROCK2","ROCK2","Kinase","4","-0.285","0.255","-1.115","0.265","0.673"
"Q86Y07","VRK2","VRK2","Kinase","4","-0.469","0.428","-1.094","0.274","0.684"
"Q9H093","NuaK2","NUAK2","Kinase","1","-0.693","0.636","-1.091","0.275","0.684"
"P15531","NME1","NME1","Kinase","3","-0.49","0.451","-1.086","0.277","0.684"
"O94806","PRKD3","PRKD3","Kinase","4","0.225","0.21","1.072","0.284","0.690"
"O94921","CDK14","CDK14","Kinase","3","0.429","0.401","1.068","0.286","0.690"
"O75582","MSK1","RPS6KA5","Kinase","9","0.175","0.169","1.032","0.302","0.720"
"Q13557","CAMK2D","CAMK2D","Kinase","3","-1.12","1.09","-1.027","0.304","0.720"
"P21675","TAF1","TAF1","Kinase","1","0.99","0.968","1.023","0.306","0.720"
"Q9NYY3","PLK2","PLK2","Kinase","1","0.967","0.962","1.005","0.315","0.728"
"Q14289","Pyk2","PTK2B","Kinase","1","-0.642","0.639","-1.004","0.316","0.728"
"Q5S007","LRRK2","LRRK2","Kinase","4","-0.401","0.406","-0.989","0.323","0.737"
"Q9H2X6","HIPK2","HIPK2","Kinase","14","-0.232","0.244","-0.951","0.342","0.774"
"Q86V86","Pim3","PIM3","Kinase","6","0.121","0.129","0.943","0.345","0.775"
"Q96J92","WNK4","WNK4","Kinase","1","0.492","0.527","0.934","0.350","0.778"
"P05771","PKCB iso2","PRKCB","Kinase","8","0.125","0.136","0.919","0.358","0.789"
"Q8IZL9","CDK20","CDK20","Kinase","1","0.295","0.326","0.906","0.365","0.798"
"O95835","LATS1","LATS1","Kinase","6","0.225","0.255","0.882","0.378","0.811"
"P41279","Cot","MAP3K8","Kinase","8","0.125","0.143","0.874","0.382","0.811"
"Q13153","PAK1","PAK1","Kinase","25","-0.105","0.121","-0.867","0.386","0.811"
"Q8TD08","ERK7","MAPK15","Kinase","1","0.147","0.172","0.855","0.392","0.811"
"Q99986","VRK1","VRK1","Kinase","1","0.147","0.172","0.855","0.392","0.811"
"P24941","CDK2","CDK2","Kinase","191","-0.072","0.085","-0.849","0.396","0.811"
"P00558","PGK1","PGK1","Kinase","3","0.168","0.198","0.847","0.397","0.811"
"Q15208","NDR1","STK38","Kinase","5","-0.284","0.336","-0.846","0.397","0.811"
"Q9Y243","Akt3","AKT3","Kinase","10","0.117","0.142","0.82","0.412","0.829"
"O43293","DAPK3","DAPK3","Kinase","2","-0.232","0.286","-0.812","0.417","0.829"
"Q16584","MLK3","MAP3K11","Kinase","4","-0.238","0.297","-0.802","0.423","0.829"
"P10398","ARAF","ARAF","Kinase","2","0.079","0.098","0.801","0.423","0.829"
"P22694","PKACB","PRKACB","Kinase","2","0.079","0.098","0.801","0.423","0.829"
"Q9HBH9","Mnk2","MKNK2","Kinase","2","-0.323","0.411","-0.787","0.431","0.831"
"Q9HC98","NEK6","NEK6","Kinase","4","-0.282","0.367","-0.769","0.442","0.831"
"P53779","JNK3","MAPK10","Kinase","7","0.118","0.153","0.769","0.442","0.831"
"P49336","CDK8","CDK8","Kinase","5","0.229","0.299","0.767","0.443","0.831"
"Q9NYV4","CDK12","CDK12","Kinase","2","-0.367","0.478","-0.767","0.443","0.831"
"Q15418","p90RSK","RPS6KA1","Kinase","33","0.089","0.116","0.766","0.444","0.831"
"P30530","AXL","AXL","Kinase","1","-0.574","0.778","-0.738","0.461","0.856"
"P11309","Pim1","PIM1","Kinase","14","-0.119","0.164","-0.726","0.468","0.863"
"P51617","IRAK1","IRAK1","Kinase","1","0.078","0.114","0.681","0.496","0.884"
"Q13233","MEKK1","MAP3K1","Kinase","1","0.078","0.114","0.681","0.496","0.884"
"Q92519","TRB2","TRIB2","Kinase","1","0.166","0.244","0.68","0.496","0.884"
"Q8IWQ3","BRSK2","BRSK2","Kinase","1","-0.437","0.643","-0.679","0.497","0.884"
"O14920","IKKB","IKBKB","Kinase","5","0.252","0.373","0.675","0.500","0.884"
"Q7KZI7","MARK2","MARK2","Kinase","17","0.134","0.2","0.67","0.503","0.884"
"Q16512","PKN1","PKN1","Kinase","6","-0.135","0.202","-0.668","0.504","0.884"
"Q13418","ILK","ILK","Kinase","2","-0.157","0.247","-0.633","0.527","0.917"
"O00141","SGK1","SGK1","Kinase","24","-0.089","0.144","-0.617","0.537","0.929"
"Q9BUB5","Mnk1 iso2","MKNK1","Kinase","3","-0.247","0.407","-0.607","0.544","0.931"
"Q13188","MST2","STK3","Kinase","4","-0.181","0.307","-0.588","0.556","0.931"
"Q8IW41","MAPKAPK5","MAPKAPK5","Kinase","2","-0.314","0.549","-0.572","0.568","0.931"
"Q96Q15","SMG1","SMG1","Kinase","1","-0.54","0.958","-0.563","0.573","0.931"
"P51955","NEK2","NEK2","Kinase","5","-0.213","0.38","-0.562","0.574","0.931"
"O60285","NuaK1","NUAK1","Kinase","2","-0.291","0.521","-0.558","0.577","0.931"
"Q13237","PKG2","PRKG2","Kinase","3","0.152","0.273","0.557","0.578","0.931"
"Q05397","FAK","PTK2","Kinase","1","-0.214","0.388","-0.552","0.581","0.931"
"Q13882","Brk","PTK6","Kinase","1","-0.214","0.388","-0.552","0.581","0.931"
"Q9UIK4","DAPK2","DAPK2","Kinase","1","0.355","0.643","0.552","0.581","0.931"
"Q86Z02","HIPK1","HIPK1","Kinase","2","-0.236","0.429","-0.551","0.582","0.931"
"P49840","GSK3A","GSK3A","Kinase","8","0.109","0.2","0.548","0.583","0.931"
"P00519","Abl","ABL1","Kinase","5","-0.179","0.34","-0.527","0.598","0.949"
"P45983","JNK1 iso2","MAPK8","Kinase","26","0.068","0.133","0.515","0.606","0.956"
"Q9H2G2","SLK","SLK","Kinase","1","-0.251","0.501","-0.501","0.616","0.956"
"P45984","JNK2 iso2","MAPK9","Kinase","15","-0.059","0.118","-0.501","0.616","0.956"
"Q9NRM7","LATS2","LATS2","Kinase","3","0.149","0.299","0.499","0.618","0.956"
"P42684","Arg","ABL2","Kinase","1","0.312","0.643","0.485","0.628","0.960"
"O14733","MKK7","MAP2K7","Kinase","3","0.137","0.284","0.484","0.629","0.960"
"Q7L7X3","TAO1","TAOK1","Kinase","4","-0.125","0.264","-0.473","0.636","0.960"
"P35269","GTF2F1","GTF2F1","Kinase","2","-0.335","0.731","-0.459","0.646","0.960"
"Q9P0L2","MARK1","MARK1","Kinase","4","0.251","0.548","0.459","0.646","0.960"
"P57059","SIK","SIK1","Kinase","3","-0.263","0.583","-0.451","0.652","0.960"
"P29597","Tyk2","TYK2","Kinase","1","-0.431","0.957","-0.451","0.652","0.960"
"Q8IWU2","Lmr2","LMTK2","Kinase","1","0.148","0.33","0.45","0.653","0.960"
"Q8TDX7","NEK7","NEK7","Kinase","1","-0.435","0.982","-0.443","0.658","0.960"
"Q15349","RSK3","RPS6KA2","Kinase","4","-0.133","0.304","-0.436","0.663","0.960"
"Q16566","CAMK4","CAMK4","Kinase","4","0.136","0.316","0.432","0.665","0.960"
"O15264","P38D","MAPK13","Kinase","13","-0.061","0.143","-0.431","0.667","0.960"
"P48729","CK1A","CSNK1A1","Kinase","7","-0.102","0.255","-0.4","0.689","0.970"
"O43781","DYRK3","DYRK3","Kinase","2","0.15","0.376","0.398","0.690","0.970"
"Q15831","LKB1","STK11","Kinase","3","-0.149","0.379","-0.392","0.695","0.970"
"AAA58698","NPM-ALK","NPM/ALK","Kinase","1","-0.364","0.959","-0.38","0.704","0.970"
"P49841","GSK3B","GSK3B","Kinase","60","-0.043","0.115","-0.377","0.706","0.970"
"P41743","PKCI","PRKCI","Kinase","12","-0.069","0.19","-0.365","0.715","0.970"
"P08069","IGF1R","IGF1R","Kinase","1","0.348","0.953","0.365","0.715","0.970"
"Q00526","CDK3","CDK3","Kinase","3","-0.142","0.394","-0.36","0.719","0.970"
"O14578","CRIK","CIT","Kinase","1","0.06","0.171","0.35","0.726","0.970"
"Q15746","smMLCK","MYLK","Kinase","1","0.06","0.171","0.35","0.726","0.970"
"Q99640","Myt1","PKMYT1","Kinase","2","-0.182","0.522","-0.349","0.727","0.970"
"Q04759","PKCT","PRKCQ","Kinase","7","-0.105","0.306","-0.345","0.730","0.970"
"Q9UEW8","STLK3","STK39","Kinase","1","0.177","0.512","0.345","0.730","0.970"
"Q14680","MELK","MELK","Kinase","5","-0.105","0.308","-0.343","0.732","0.970"
"Q96L34","MARK4","MARK4","Kinase","1","0.123","0.362","0.34","0.734","0.970"
"P78368","CK1G2","CSNK1G2","Kinase","2","-0.158","0.474","-0.334","0.739","0.970"
"Q9UL54","TAO2","TAOK2","Kinase","3","-0.096","0.303","-0.316","0.752","0.970"
"Q12851","GCK","MAP4K2","Kinase","2","0.136","0.431","0.315","0.753","0.970"
"Q8N752","CK1A2","CSNK1A1L","Kinase","1","-0.059","0.187","-0.313","0.754","0.970"
"Q16659","ERK3","MAPK6","Kinase","3","0.126","0.41","0.307","0.759","0.970"
"Q9HBY8","SGK2","SGK2","Kinase","4","-0.109","0.366","-0.297","0.767","0.970"
"P33981","TTK","TTK","Kinase","6","0.079","0.265","0.297","0.767","0.970"
"P06241","Fyn","FYN","Kinase","4","0.1","0.346","0.288","0.773","0.970"
"P50613","CDK7","CDK7","Kinase","12","-0.052","0.182","-0.288","0.773","0.970"
"P06239","Lck","LCK","Kinase","2","-0.127","0.445","-0.286","0.775","0.970"
"P15056","BRAF","BRAF","Kinase","7","0.054","0.197","0.276","0.783","0.970"
"Q9P1W9","Pim2","PIM2","Kinase","4","0.041","0.155","0.265","0.791","0.970"
"O15530","PDK1","PDPK1","Kinase","10","-0.057","0.219","-0.262","0.793","0.970"
"Q07912","Ack","TNK2","Kinase","1","0.494","1.889","0.262","0.794","0.970"
"P34947","GRK5","GRK5","Kinase","1","-0.26","1.005","-0.259","0.796","0.970"
"O43683","BUB1","BUB1","Kinase","3","0.117","0.46","0.255","0.799","0.970"
"Q9BZL6","PRKD2","PRKD2","Kinase","5","0.051","0.204","0.251","0.802","0.970"
"P04626","HER2","ERBB2","Kinase","1","0.095","0.387","0.245","0.806","0.970"
"P30291","Wee1","WEE1","Kinase","1","0.095","0.387","0.245","0.806","0.970"
"P06493","CDK1","CDK1","Kinase","269","0.017","0.074","0.229","0.818","0.979"
"P06213","INSR","INSR","Kinase","1","0.212","0.958","0.222","0.825","0.979"
"O00311","CDC7","CDC7","Kinase","10","-0.042","0.191","-0.217","0.828","0.979"
"P43250","GRK6","GRK6","Kinase","1","-0.207","1.018","-0.203","0.839","0.979"
"O95747","OSR1","OXSR1","Kinase","2","0.139","0.705","0.198","0.843","0.979"
"Q6P5Z2","PKN3","PKN3","Kinase","2","-0.128","0.705","-0.182","0.855","0.979"
"Q9UKI8","TLK1","TLK1","Kinase","1","0.18","1.001","0.18","0.857","0.979"
"Q96GX5","MASTL","MASTL","Kinase","1","0.17","0.977","0.174","0.862","0.979"
"Q38SD2","LRRK1","LRRK1","Kinase","1","0.105","0.645","0.163","0.870","0.979"
"Q96SB4","SRPK1","SRPK1","Kinase","1","0.153","0.957","0.16","0.873","0.979"
"Q96KB5","PBK","PBK","Kinase","3","-0.063","0.396","-0.16","0.873","0.979"
"Q13464","ROCK1","ROCK1","Kinase","8","-0.042","0.263","-0.159","0.874","0.979"
"Q9P2K8","GCN2","EIF2AK4","Kinase","1","-0.154","0.976","-0.158","0.874","0.979"
"P17612","PKACA","PRKACA","Kinase","127","-0.015","0.093","-0.156","0.876","0.979"
"Q96BR1","SGK3","SGK3","Kinase","4","-0.054","0.358","-0.152","0.879","0.979"
"Q9Y6M4","CK1G3","CSNK1G3","Kinase","2","-0.05","0.35","-0.144","0.885","0.979"
"Q99759","MEKK3","MAP3K3","Kinase","3","0.038","0.27","0.142","0.887","0.979"
"Q00535","CDK5","CDK5","Kinase","45","0.019","0.135","0.139","0.889","0.979"
"Q05513","PKCZ","PRKCZ","Kinase","17","0.019","0.148","0.13","0.896","0.979"
"P11802","CDK4","CDK4","Kinase","21","-0.022","0.17","-0.127","0.899","0.979"
"Q8TAS1","KIS","UHMK1","Kinase","3","0.041","0.345","0.12","0.904","0.979"
"O43318","TAK1","MAP3K7","Kinase","5","-0.031","0.267","-0.115","0.908","0.979"
"Q9UBS0","P70S6KB","RPS6KB2","Kinase","4","0.03","0.267","0.112","0.911","0.979"
"Q5VT25","MRCKA","CDC42BPA","Kinase","2","-0.055","0.496","-0.112","0.911","0.979"
"O15111","IKKA","CHUK","Kinase","8","0.026","0.236","0.11","0.912","0.979"
"Q13164","ERK5","MAPK7","Kinase","4","-0.029","0.31","-0.094","0.925","0.989"
"Q02156","PKCE","PRKCE","Kinase","10","-0.016","0.186","-0.085","0.932","0.992"
"Q9P289","MST4","STK26","Kinase","2","-0.035","0.518","-0.067","0.946","0.997"
"Q9HCP0","CK1G1","CSNK1G1","Kinase","1","-0.043","0.655","-0.065","0.948","0.997"
"Q92918","HPK1","MAP4K1","Kinase","2","0.021","0.354","0.059","0.953","0.997"
"P04049","RAF1","RAF1","Kinase","7","-0.008","0.14","-0.058","0.954","0.997"
"P48730","CK1D","CSNK1D","Kinase","5","-0.019","0.343","-0.054","0.957","0.997"
"Q01813","PFKP","PFKP","Kinase","1","0.029","0.646","0.045","0.964","1.00"
"Q02779","MLK2","MAP3K10","Kinase","1","-0.032","0.969","-0.033","0.974","1.00"
"Q9BXM7","PINK1","PINK1","Kinase","2","-0.018","0.587","-0.031","0.975","1.00"
"O00329","PIK3CD","PIK3CD","Kinase","1","0.02","0.952","0.021","0.983","1.00"
"Q8IYT8","ULK2","ULK2","Kinase","1","-0.013","0.656","-0.019","0.985","1.00"
"Q15139","PRKD1","PRKD1","Kinase","20","-0.002","0.192","-0.011","0.992","1.00"
"P42345","mTOR","MTOR","Kinase","46","0.001","0.138","0.008","0.994","1.00"
"P53778","P38G","MAPK12","Kinase","9","0.001","0.155","0.004","0.997","1.00"
"P31749","Akt1","AKT1","Kinase","92","0","0.091","0.003","0.998","1.00"
"Q9Y2U5","MEKK2","MAP3K2","Kinase","1","0","0.235","0","1.00","1.00"
