"UniprotID","Name","Gene","Type","NumSubs","Activity","StdErr","ZScore","PValue","FDR"
"Q9BZL6","PRKD2","PRKD2","Kinase","8","0.419","0.17","2.462","0.0138","0.0412"
"P19525","PKR","EIF2AK2","Kinase","2","0.742","0.302","2.455","0.0141","0.0417"
"Q15118","PDHK1","PDK1","Kinase","4","0.457","0.193","2.367","0.0179","0.0523"
"O14920","IKKB","IKBKB","Kinase","7","0.63","0.271","2.324","0.0201","0.0581"
"P49841","GSK3B","GSK3B","Kinase","60","0.229","0.103","2.234","0.0255","0.0728"
"Q16566","CAMK4","CAMK4","Kinase","3","0.479","0.216","2.212","0.0270","0.0761"
"Q7KZI7","MARK2","MARK2","Kinase","15","0.386","0.177","2.184","0.0289","0.0808"
"O96017","Chk2","CHEK2","Kinase","8","0.424","0.199","2.134","0.0328","0.0906"
"P50750","CDK9","CDK9","Kinase","16","0.363","0.173","2.097","0.0360","0.0978"
"Q8TDC3","BRSK1","BRSK1","Kinase","2","0.498","0.238","2.095","0.0362","0.0978"
"Q9Y478","AMPKB1","PRKAB1","Kinase","1","0.893","0.433","2.063","0.0391","0.105"
"P42345","mTOR","MTOR","Kinase","52","0.24","0.117","2.05","0.0404","0.107"
"Q92918","HPK1","MAP4K1","Kinase","1","0.456","0.223","2.041","0.0412","0.108"
"P50613","CDK7","CDK7","Kinase","15","0.266","0.135","1.963","0.0496","0.129"
"P53778","P38G","MAPK12","Kinase","11","0.286","0.147","1.955","0.0506","0.130"
"P49336","CDK8","CDK8","Kinase","5","0.518","0.266","1.947","0.0515","0.130"
"Q8IZL9","CDK20","CDK20","Kinase","1","0.564","0.29","1.945","0.0517","0.130"
"P48730","CK1D","CSNK1D","Kinase","3","0.38","0.196","1.941","0.0523","0.130"
"Q9UBS0","P70S6KB","RPS6KB2","Kinase","5","0.5","0.26","1.927","0.0540","0.133"
"P05129","PKCG","PRKCG","Kinase","4","0.439","0.229","1.921","0.0547","0.134"
"Q14012","CAMK1A","CAMK1","Kinase","4","0.542","0.286","1.893","0.0583","0.141"
"Q38SD2","LRRK1","LRRK1","Kinase","1","1.044","0.575","1.817","0.0693","0.166"
"Q16512","PKN1","PKN1","Kinase","7","0.288","0.165","1.745","0.0810","0.192"
"Q9BUB5","Mnk1 iso2","MKNK1","Kinase","3","0.611","0.362","1.687","0.0915","0.215"
"O75116","ROCK2","ROCK2","Kinase","5","0.326","0.198","1.644","0.100","0.234"
"Q9Y2U5","MEKK2","MAP3K2","Kinase","1","0.341","0.21","1.627","0.104","0.239"
"P11309","Pim1","PIM1","Kinase","14","0.245","0.151","1.623","0.105","0.239"
"Q13464","ROCK1","ROCK1","Kinase","10","0.361","0.225","1.607","0.108","0.245"
"P19784","CK2A2","CSNK2A2","Kinase","3","0.438","0.274","1.601","0.109","0.246"
"Q92519","TRB2","TRIB2","Kinase","1","0.346","0.218","1.589","0.112","0.250"
"P06213","INSR","INSR","Kinase","1","0.775","0.491","1.578","0.115","0.253"
"P11802","CDK4","CDK4","Kinase","32","0.186","0.119","1.566","0.117","0.257"
"Q07002","CDK18","CDK18","Kinase","2","0.195","0.126","1.551","0.121","0.262"
"P78368","CK1G2","CSNK1G2","Kinase","2","0.64","0.422","1.517","0.129","0.278"
"Q15139","PRKD1","PRKD1","Kinase","25","0.252","0.168","1.497","0.134","0.287"
"Q96GX5","MASTL","MASTL","Kinase","1","1.287","0.871","1.478","0.140","0.295"
"O00418","EEF2K","EEF2K","Kinase","6","0.476","0.324","1.467","0.142","0.299"
"Q02156","PKCE","PRKCE","Kinase","13","0.229","0.158","1.455","0.146","0.303"
"O96013","PAK4","PAK4","Kinase","3","0.367","0.255","1.44","0.150","0.309"
"Q16659","ERK3","MAPK6","Kinase","2","0.646","0.46","1.405","0.160","0.328"
"Q96L34","MARK4","MARK4","Kinase","1","0.436","0.322","1.355","0.175","0.356"
"Q7L7X3","TAO1","TAOK1","Kinase","4","0.319","0.237","1.347","0.178","0.359"
"Q9HC98","NEK6","NEK6","Kinase","5","0.436","0.326","1.339","0.181","0.359"
"Q15349","RSK3","RPS6KA2","Kinase","4","0.393","0.294","1.337","0.181","0.359"
"P04626","HER2","ERBB2","Kinase","2","0.393","0.296","1.328","0.184","0.363"
"Q6P5Z2","PKN3","PKN3","Kinase","3","0.582","0.441","1.321","0.186","0.364"
"Q00535","CDK5","CDK5","Kinase","47","0.149","0.115","1.294","0.196","0.379"
"Q9HBY8","SGK2","SGK2","Kinase","4","0.42","0.326","1.288","0.198","0.379"
"Q9NRM7","LATS2","LATS2","Kinase","3","0.343","0.267","1.286","0.199","0.379"
"P30291","Wee1","WEE1","Kinase","1","0.439","0.345","1.272","0.203","0.384"
"O14578","CRIK","CIT","Kinase","1","0.192","0.152","1.266","0.205","0.384"
"Q15746","smMLCK","MYLK","Kinase","1","0.192","0.152","1.266","0.205","0.384"
"Q8IW41","MAPKAPK5","MAPKAPK5","Kinase","1","0.55","0.436","1.261","0.207","0.384"
"Q13557","CAMK2D","CAMK2D","Kinase","5","0.792","0.632","1.252","0.211","0.384"
"P41743","PKCI","PRKCI","Kinase","13","0.217","0.174","1.246","0.213","0.384"
"P33981","TTK","TTK","Kinase","6","0.297","0.239","1.243","0.214","0.384"
"Q9Y6M4","CK1G3","CSNK1G3","Kinase","2","0.387","0.312","1.242","0.214","0.384"
"O43293","DAPK3","DAPK3","Kinase","2","0.296","0.238","1.241","0.215","0.384"
"Q15831","LKB1","STK11","Kinase","3","0.42","0.34","1.233","0.218","0.386"
"Q13418","ILK","ILK","Kinase","2","0.265","0.218","1.214","0.225","0.392"
"Q6P2M8","CAMK1B","PNCK","Kinase","1","1.039","0.864","1.203","0.229","0.392"
"P07947","Yes","YES1","Kinase","1","0.301","0.251","1.2","0.230","0.392"
"P08581","Met","MET","Kinase","1","0.301","0.251","1.2","0.230","0.392"
"P09769","FGR","FGR","Kinase","1","0.301","0.251","1.2","0.230","0.392"
"P51813","Etk","BMX","Kinase","1","0.301","0.251","1.2","0.230","0.392"
"P48729","CK1A","CSNK1A1","Kinase","9","0.266","0.225","1.185","0.236","0.400"
"Q96RR4","CAMKK2","CAMKK2","Kinase","2","0.352","0.31","1.135","0.256","0.429"
"Q14680","MELK","MELK","Kinase","4","0.347","0.306","1.134","0.257","0.429"
"P07948","LYN","LYN","Kinase","1","-0.624","0.567","-1.101","0.271","0.450"
"O95835","LATS1","LATS1","Kinase","6","0.248","0.227","1.095","0.274","0.451"
"P06239","Lck","LCK","Kinase","3","0.41","0.378","1.086","0.277","0.454"
"O43353","RIPK2","RIPK2","Kinase","2","0.656","0.61","1.075","0.282","0.460"
"O76039","CDKL5","CDKL5","Kinase","5","0.421","0.397","1.06","0.289","0.468"
"Q13164","ERK5","MAPK7","Kinase","4","0.286","0.276","1.035","0.301","0.484"
"Q9NYY3","PLK2","PLK2","Kinase","1","0.884","0.858","1.03","0.303","0.484"
"Q99759","MEKK3","MAP3K3","Kinase","3","0.24","0.24","1","0.317","0.503"
"Q96BR1","SGK3","SGK3","Kinase","3","0.293","0.301","0.972","0.331","0.522"
"Q9H0K1","QIK","SIK2","Kinase","2","0.274","0.284","0.963","0.336","0.526"
"P49759","CLK1","CLK1","Kinase","3","0.248","0.26","0.953","0.340","0.530"
"P15531","NME1","NME1","Kinase","2","-0.48","0.513","-0.935","0.350","0.542"
"Q99640","Myt1","PKMYT1","Kinase","2","0.425","0.466","0.913","0.361","0.556"
"Q9BYP7","WNK3","WNK3","Kinase","3","0.294","0.333","0.883","0.377","0.577"
"Q9UL54","TAO2","TAOK2","Kinase","3","0.237","0.27","0.876","0.381","0.579"
"O00141","SGK1","SGK1","Kinase","27","0.112","0.128","0.872","0.383","0.580"
"Q8TD19","NEK9","NEK9","Kinase","1","0.745","0.863","0.863","0.388","0.583"
"Q9H4A3","WNK1","WNK1","Kinase","6","0.247","0.294","0.843","0.399","0.594"
"Q9H2X6","HIPK2","HIPK2","Kinase","14","0.183","0.218","0.839","0.402","0.594"
"P67870","CK2B","CSNK2B","Kinase","1","0.357","0.428","0.833","0.405","0.594"
"O00506","YSK1","STK25","Kinase","2","-0.409","0.491","-0.833","0.405","0.594"
"P49760","CLK2","CLK2","Kinase","1","0.287","0.355","0.806","0.420","0.605"
"P27448","MARK3 iso3","MARK3","Kinase","5","0.261","0.323","0.806","0.420","0.605"
"Q9UIK4","DAPK2","DAPK2","Kinase","1","0.46","0.573","0.803","0.422","0.605"
"Q9HCP0","CK1G1","CSNK1G1","Kinase","1","0.467","0.584","0.8","0.424","0.605"
"P16591","Fer","FER","Kinase","2","0.361","0.452","0.799","0.424","0.605"
"Q9HBH9","Mnk2","MKNK2","Kinase","2","0.278","0.366","0.76","0.447","0.635"
"Q8TAS1","KIS","UHMK1","Kinase","4","0.247","0.331","0.747","0.455","0.642"
"Q9Y6E0","MST3","STK24","Kinase","4","0.25","0.342","0.73","0.465","0.651"
"Q13177","PAK2","PAK2","Kinase","13","0.11","0.151","0.728","0.467","0.651"
"P78362","SRPK2","SRPK2","Kinase","1","0.405","0.572","0.708","0.479","0.665"
"P00519","Abl","ABL1","Kinase","4","-0.217","0.312","-0.697","0.486","0.671"
"Q86Y07","VRK2","VRK2","Kinase","2","0.432","0.624","0.692","0.489","0.672"
"P49840","GSK3A","GSK3A","Kinase","10","0.134","0.198","0.675","0.500","0.682"
"Q13555","CAMK2G","CAMK2G","Kinase","5","0.264","0.403","0.656","0.512","0.695"
"P12931","Src","SRC","Kinase","16","0.119","0.183","0.65","0.516","0.697"
"Q05397","FAK","PTK2","Kinase","2","-0.235","0.368","-0.639","0.523","0.698"
"O60285","NuaK1","NUAK1","Kinase","3","0.276","0.432","0.639","0.523","0.698"
"Q9UEW8","STLK3","STK39","Kinase","1","0.29","0.456","0.636","0.525","0.698"
"Q9UKI8","TLK1","TLK1","Kinase","2","0.32","0.511","0.626","0.531","0.703"
"P49674","CK1E","CSNK1E","Kinase","3","0.095","0.155","0.614","0.539","0.710"
"Q96KB5","PBK","PBK","Kinase","3","0.215","0.353","0.608","0.543","0.711"
"Q9P289","MST4","STK26","Kinase","2","0.276","0.462","0.597","0.551","0.715"
"Q13188","MST2","STK3","Kinase","5","-0.168","0.283","-0.595","0.552","0.715"
"P35269","GTF2F1","GTF2F1","Kinase","2","0.38","0.651","0.584","0.560","0.721"
"Q8IWU2","Lmr2","LMTK2","Kinase","1","-0.162","0.294","-0.553","0.580","0.742"
"O00329","PIK3CD","PIK3CD","Kinase","1","0.468","0.849","0.551","0.581","0.742"
"O43781","DYRK3","DYRK3","Kinase","2","0.18","0.335","0.538","0.590","0.750"
"Q14164","IKKE","IKBKE","Kinase","2","0.232","0.444","0.523","0.601","0.750"
"Q8IYT8","ULK2","ULK2","Kinase","2","-0.171","0.33","-0.518","0.605","0.750"
"Q96QT4","ChaK1","TRPM7","Kinase","9","-0.179","0.347","-0.517","0.605","0.750"
"Q04759","PKCT","PRKCQ","Kinase","9","0.117","0.227","0.517","0.605","0.750"
"P21675","TAF1","TAF1","Kinase","1","0.446","0.863","0.517","0.605","0.750"
"Q9H2G2","SLK","SLK","Kinase","1","0.242","0.479","0.506","0.613","0.752"
"Q15208","NDR1","STK38","Kinase","5","0.15","0.298","0.503","0.615","0.752"
"O00311","CDC7","CDC7","Kinase","9","0.079","0.159","0.5","0.617","0.752"
"O15530","PDK1","PDPK1","Kinase","11","0.098","0.198","0.496","0.620","0.752"
"Q9UM73","ALK","ALK","Kinase","1","0.42","0.851","0.493","0.622","0.752"
"Q02779","MLK2","MAP3K10","Kinase","1","0.412","0.864","0.476","0.634","0.761"
"P30530","AXL","AXL","Kinase","1","0.314","0.661","0.475","0.635","0.761"
"P46020","PHKA1","PHKA1","Kinase","1","0.425","0.907","0.469","0.639","0.762"
"Q5S007","LRRK2","LRRK2","Kinase","4","-0.166","0.362","-0.46","0.645","0.766"
"Q01813","PFKP","PFKP","Kinase","1","0.241","0.575","0.419","0.675","0.793"
"P53667","LIMK1","LIMK1","Kinase","2","-0.107","0.261","-0.41","0.682","0.793"
"P53671","LIMK2","LIMK2","Kinase","2","-0.107","0.261","-0.41","0.682","0.793"
"Q15569","TESK1","TESK1","Kinase","2","-0.107","0.261","-0.41","0.682","0.793"
"P42684","Arg","ABL2","Kinase","1","-0.234","0.573","-0.408","0.683","0.793"
"P24723","PKCH","PRKCH","Kinase","3","0.072","0.196","0.364","0.716","0.826"
"Q00536","CDK16","CDK16","Kinase","3","0.087","0.249","0.348","0.728","0.837"
"Q92630","DYRK2","DYRK2","Kinase","10","0.071","0.209","0.342","0.732","0.837"
"Q13882","Brk","PTK6","Kinase","1","-0.117","0.346","-0.339","0.735","0.837"
"Q9NYV4","CDK12","CDK12","Kinase","2","-0.13","0.426","-0.304","0.761","0.860"
"Q96SB4","SRPK1","SRPK1","Kinase","1","0.258","0.853","0.303","0.762","0.860"
"Q5VT25","MRCKA","CDC42BPA","Kinase","2","-0.121","0.442","-0.274","0.784","0.881"
"Q8TDX7","NEK7","NEK7","Kinase","1","-0.236","0.875","-0.269","0.788","0.882"
"Q86Z02","HIPK1","HIPK1","Kinase","1","0.155","0.591","0.262","0.793","0.883"
"Q9P0L2","MARK1","MARK1","Kinase","4","0.125","0.489","0.255","0.799","0.883"
"P29597","Tyk2","TYK2","Kinase","1","0.215","0.853","0.252","0.801","0.883"
"O43683","BUB1","BUB1","Kinase","3","-0.102","0.41","-0.25","0.803","0.883"
"Q9P2K8","GCN2","EIF2AK4","Kinase","1","0.204","0.87","0.234","0.815","0.892"
"AAA58698","NPM-ALK","NPM/ALK","Kinase","1","-0.184","0.854","-0.215","0.830","0.899"
"Q12851","GCK","MAP4K2","Kinase","2","0.087","0.407","0.214","0.831","0.899"
"O95747","OSR1","OXSR1","Kinase","2","0.133","0.628","0.212","0.832","0.899"
"P34947","GRK5","GRK5","Kinase","1","0.161","0.896","0.18","0.857","0.919"
"Q8IWQ3","BRSK2","BRSK2","Kinase","1","0.1","0.574","0.175","0.861","0.919"
"P43250","GRK6","GRK6","Kinase","1","0.158","0.907","0.175","0.861","0.919"
"P06241","Fyn","FYN","Kinase","3","-0.049","0.297","-0.166","0.868","0.922"
"Q2M2I8","AAK1","AAK1","Kinase","1","0.078","0.581","0.135","0.893","0.940"
"Q9NSY1","BIKE","BMP2K","Kinase","1","0.078","0.581","0.135","0.893","0.940"
"Q96J92","WNK4","WNK4","Kinase","1","-0.062","0.47","-0.132","0.895","0.940"
"P51955","NEK2","NEK2","Kinase","5","-0.043","0.338","-0.126","0.900","0.941"
"Q13627","DYRK1A","DYRK1A","Kinase","11","-0.039","0.362","-0.108","0.914","0.952"
"Q96Q15","SMG1","SMG1","Kinase","1","-0.077","0.854","-0.09","0.928","0.961"
"Q16584","MLK3","MAP3K11","Kinase","3","-0.025","0.286","-0.087","0.931","0.961"
"Q14289","Pyk2","PTK2B","Kinase","1","0.042","0.57","0.074","0.941","0.965"
"P57059","SIK","SIK1","Kinase","4","0.033","0.459","0.073","0.942","0.965"
"Q9Y3S1","WNK2","WNK2","Kinase","3","-0.026","0.409","-0.064","0.949","0.968"
"P11362","FGFR1","FGFR1","Kinase","4","-0.023","0.391","-0.059","0.953","0.968"
"Q00526","CDK3","CDK3","Kinase","5","-0.011","0.22","-0.052","0.959","0.970"
"Q9BXM7","PINK1","PINK1","Kinase","1","0.022","0.859","0.026","0.979","0.987"
"Q9H093","NuaK2","NUAK2","Kinase","1","0.009","0.567","0.016","0.987","0.991"
"Q9Y463","DYRK1B","DYRK1B","Kinase","3","0.002","0.42","0.006","0.996","0.996"
